PWSID,Supply Name,Population,2021,2022,2023,2024,2025,Total Replaced,Lead Lines,GPCL,Unknown,Total To Replace,Percent Replaced,Non-Lead,Total Lines,Exceedance,Latitude,Longitude,EPA_Link,Status Explanation,Status
MI0040454,EVERGREEN PLEASANT VALLEY TRAILER PARK,94,,,,,,,,,,,,61,,,42.94207898,-83.22440746,https://echo.epa.gov/detailed-facility-report?fid=MI0040454&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0002212,FAIRFIELD TOWNSHIP,717,,,,,,,,,,,,260,260,,41.79461934,-84.03777719,https://echo.epa.gov/detailed-facility-report?fid=MI0002212&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040316,FAIRLANE ESTATES,88,,,,,,,,,,,,60,60,,42.60109262,-83.90963055,https://echo.epa.gov/detailed-facility-report?fid=MI0040316&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040318,FAIRLAWN MEADOWS,57,,,,,,,,,,,,42,42,,42.62178145,-83.91334521,https://echo.epa.gov/detailed-facility-report?fid=MI0040318&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002215,FAIRWAY LAKE CONDOMINIUMS,56,,,,,,,,,,,,11,11,,44.91943644,-84.64780334,https://echo.epa.gov/detailed-facility-report?fid=MI0002215&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002240,"FARMINGTON HILLS, CITY OF","56,823",,,,,,,,,,,,"23,250","23,250",,42.48587311,-83.37696706,https://echo.epa.gov/detailed-facility-report?fid=MI0002240&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002230,"FARMINGTON, CITY OF","11,597",10,3,6,7,1,27,,20,31,51,34.6%,"3,368","3,419",,42.46838859,-83.40422254,https://echo.epa.gov/detailed-facility-report?fid=MI0002230&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002250,"FARWELL, VILLAGE OF",871,,,3,4,1,8,,114,,114,6.6%,234,348,,43.83698756,-84.86272164,https://echo.epa.gov/detailed-facility-report?fid=MI0002250&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002260,FENNVILLE,"1,459",10,11,5,,20,46,53,39,,92,33.3%,573,665,,42.60254682,-86.08007899,https://echo.epa.gov/detailed-facility-report?fid=MI0002260&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002273,FENTON HARBOR CONDOMINIUMS,40,,,,,,,,,,,,14,14,2020,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040144,FENTON LAKEFRONT COMMUNITY LLC,80,,,,,,,,,,,,,,,42.8043913,-83.86058655,https://echo.epa.gov/detailed-facility-report?fid=MI0040144&sys=SDWIS,Inventory not received or data not complete,Inventory not received or incomplete
MI0002270,"FENTON, CITY OF","11,746",90,24,45,18,79,256,,302,183,485,34.5%,"3,511","3,996",,42.81307381,-83.72996205,https://echo.epa.gov/detailed-facility-report?fid=MI0002270&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002280,FERNDALE,"22,105",555,611,501,516,148,2331,595,72,"6,143","6,810",25.5%,"3,145","9,955",2020,42.45928869,-83.13134293,https://echo.epa.gov/detailed-facility-report?fid=MI0002280&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002285,FERRYSBURG,"3,268",,,,,,,,,,,,"1,546","1,546",,43.08549365,-86.22013077,https://echo.epa.gov/detailed-facility-report?fid=MI0002285&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002287,FIFE LAKE TOWNHOUSES,54,,,,,,,,,,,,3,3,,44.598705,-85.32247311,https://echo.epa.gov/detailed-facility-report?fid=MI0002287&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002290,FILER CHARTER TOWNSHIP,940,,,,,,,,,,,,418,418,,44.21946528,-86.29279541,https://echo.epa.gov/detailed-facility-report?fid=MI0002290&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002291,FILLMORE TOWNSHIP,25,,,,,,,,,,,,29,29,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040302,FIRST POINT MOBILE COURT,110,,,,,,,,,,,,53,53,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0002300,FLAT ROCK,"10,541",,,32,44,34,110,178,,12,190,36.7%,"2,807","2,997",,42.09396593,-83.27724523,https://echo.epa.gov/detailed-facility-report?fid=MI0002300&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002310,"FLINT, CITY OF","81,252",214,122,247,62,382,1027,722,120,"3,283","4,125",19.9%,"31,914","36,039",,43.02867211,-83.68745504,https://echo.epa.gov/detailed-facility-report?fid=MI0002310&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002340,"FLUSHING, CITY OF","8,311",,,,1,4,5,,5,,5,50.0%,"3,305","3,310",,43.0698587,-83.84147408,https://echo.epa.gov/detailed-facility-report?fid=MI0002340&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002347,FONDA LAKE WATER AUTHORITY,"1,200",,,,,,,,,,,,581,581,,42.51324428,-83.75274711,https://echo.epa.gov/detailed-facility-report?fid=MI0002347&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0000090,FORD FORESTRY CENTER,168,,,,,,,,,,,,23,23,,46.64289762,-88.48067977,https://echo.epa.gov/detailed-facility-report?fid=MI0000090&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002350,FORD RIVER TOWNSHIP,385,1,1,,1,4,7,109,2,,111,5.9%,90,201,,45.67693728,-87.14523061,https://echo.epa.gov/detailed-facility-report?fid=MI0002350&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002356,FORESTER TOWNSHIP,950,,,,,,,,,,,,538,538,,43.5304017,-82.58016757,https://echo.epa.gov/detailed-facility-report?fid=MI0002356&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002360,FORESTVILLE VILLAGE OF,836,,,,,,,,,,,,503,503,,43.69881121,-82.61129568,https://echo.epa.gov/detailed-facility-report?fid=MI0002360&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002370,FORSYTH TOWNSHIP,"2,479",,,,,,,,104,123,227,0%,605,832,,46.28813429,-87.44289129,https://echo.epa.gov/detailed-facility-report?fid=MI0002370&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002385,FORT GRATIOT TOWNSHIP,"11,616",,,,,,,,,,,,"4,274","4,274",,43.03707176,-82.47816686,https://echo.epa.gov/detailed-facility-report?fid=MI0002385&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002390,"FOWLER, VILLAGE OF","1,136",,,,,,,,,,,,563,563,,43.00286317,-84.74074649,https://echo.epa.gov/detailed-facility-report?fid=MI0002390&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002400,"FOWLERVILLE, VILLAGE OF","2,951",,,,,,,,,162,162,0%,636,798,,42.65918007,-84.07268975,https://echo.epa.gov/detailed-facility-report?fid=MI0002400&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002403,FOXFIELD APARTMENTS,65,,,,,,,,,,,,4,4,,45.42255912,-84.82613268,https://echo.epa.gov/detailed-facility-report?fid=MI0002403&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002410,FRANKENLUST TOWNSHIP,"3,626",,,,,,,,,,,,"1,304","1,304",,43.56193854,-83.913491,https://echo.epa.gov/detailed-facility-report?fid=MI0002410&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002425,FRANKENMUTH TOWNSHIP,"1,389",,,,,,,,,,,,493,493,,43.39099661,-83.75328504,https://echo.epa.gov/detailed-facility-report?fid=MI0002425&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002420,"FRANKENMUTH, CITY OF","4,944",,,,,,,,,,,,"2,117","2,117",,43.32857589,-83.74523573,https://echo.epa.gov/detailed-facility-report?fid=MI0002420&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002430,"FRANKFORT, CITY OF","1,286",38,,9,8,10,65,273,3,,276,19.1%,607,883,,44.64447001,-86.2325175,https://echo.epa.gov/detailed-facility-report?fid=MI0002430&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002440,FRANKLIN KNOLLS SUBDIVISION,500,,,,,,,,,,,,157,157,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0005680,FRANKLIN TOWNSHIP,300,,,,,,,,,,,,29,29,,47.12770934,-88.55395712,https://echo.epa.gov/detailed-facility-report?fid=MI0005680&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0005585,FRANKLINQUINCY WATER AUTHORITY,260,,,,,,,,,,,,43,43,,47.14316239,-88.57189858,https://echo.epa.gov/detailed-facility-report?fid=MI0005585&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002465,FRASER TOWNSHIP,"1,226",,,,,,,,,,,,537,537,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0002460,"FRASER, CITY OF","16,500",,,,,,,,,159,159,0%,"5,203","5,362",,42.53883371,-82.94962084,https://echo.epa.gov/detailed-facility-report?fid=MI0002460&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0040438,FREELAND MOBILE HOME PARK,280,,,,,,,,,,,,120,120,,43.56296413,-84.17069476,https://echo.epa.gov/detailed-facility-report?fid=MI0040438&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002480,FREEPORT,483,1,8,3,2,24,38,,51,5,56,40.4%,127,183,,42.77082131,-85.31392957,https://echo.epa.gov/detailed-facility-report?fid=MI0002480&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002490,FREMONT,"4,516",10,14,16,5,2,47,,39,,39,54.7%,"1,504","1,543",,43.46753388,-85.94949676,https://echo.epa.gov/detailed-facility-report?fid=MI0002490&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002500,FRENCHTOWN TOWNSHIP,"16,481",,,,,,,,,,,,"6,534","6,534",,41.94527435,-83.35987215,https://echo.epa.gov/detailed-facility-report?fid=MI0002500&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002507,FRUITPORT TOWNSHIP,"9,355",,,,,,,,,,,,"4,721","4,721",,43.1553059,-86.17954813,https://echo.epa.gov/detailed-facility-report?fid=MI0002507&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002510,GAASTRA,376,,,,7,7,14,7,14,44,65,17.7%,117,182,,46.06189646,-88.59850136,https://echo.epa.gov/detailed-facility-report?fid=MI0002510&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002520,"GAGETOWN, VILLAGE OF",388,,,,5,,5,18,22,,40,11.1%,131,171,,43.65469863,-83.24449113,https://echo.epa.gov/detailed-facility-report?fid=MI0002520&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002530,GALESBURG,"2,377",,,,1,4,5,9,23,,32,13.5%,778,810,,42.29273379,-85.41820841,https://echo.epa.gov/detailed-facility-report?fid=MI0002530&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002540,GARDEN,270,,,,,,,,,89,89,0%,61,150,,45.77388011,-86.57597041,https://echo.epa.gov/detailed-facility-report?fid=MI0002540&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002550,GARDEN CITY,"27,625",7,37,68,29,60,201,315,,577,892,18.4%,"10,740","11,632",2025,42.32423897,-83.33936987,https://echo.epa.gov/detailed-facility-report?fid=MI0002550&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002565,GARFIELD CHARTER TOWNSHIP,"12,899",,,,,,,,,,,,"3,101","3,101",,44.72883337,-85.64899891,https://echo.epa.gov/detailed-facility-report?fid=MI0002565&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040174,GARFIELD OAKS,40,,,,,,,,,,,,26,26,,44.7310718,-85.59623212,https://echo.epa.gov/detailed-facility-report?fid=MI0040174&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002568,GARLAND RESORT,53,,,,,,,,,,,,7,7,,44.82918092,-84.29027688,https://echo.epa.gov/detailed-facility-report?fid=MI0002568&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002600,"GAYLORD, CITY OF","3,629",5,,4,,4,13,176,166,413,755,1.7%,"1,117","1,872",,45.01935369,-84.68142767,https://echo.epa.gov/detailed-facility-report?fid=MI0002600&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0000796,GENERAL WHITE APARTMENTS,50,,,,,,,,,,,,2,2,,42.38611298,-85.95312321,https://echo.epa.gov/detailed-facility-report?fid=MI0000796&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002615,GENESEE COUNTY WATER SYSTEM,"71,500",,,,,,,,,,,,"18,693","18,693",,43.03806192,-83.68539177,https://echo.epa.gov/detailed-facility-report?fid=MI0002615&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002617,GENESEE TOWNSHIP,"8,473",,,,,,,,,,,,"1,912","1,912",,43.12644656,-83.61485192,https://echo.epa.gov/detailed-facility-report?fid=MI0002617&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002620,GEORGETOWN TOWNSHIP,"41,086",,,,,,,,,,,,"15,416","15,416",,42.90487084,-85.84144135,https://echo.epa.gov/detailed-facility-report?fid=MI0002620&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002625,GERMFASK TOWNSHIP,200,,,,,,,,,,,,86,86,,46.24211704,-85.92675111,https://echo.epa.gov/detailed-facility-report?fid=MI0002625&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002630,GIBRALTAR,"4,997",1,1,1,1,34,38,23,2,,25,60.3%,"1,186","1,211",,42.0878008,-83.2059344,https://echo.epa.gov/detailed-facility-report?fid=MI0002630&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002640,GLADSTONE,"4,632",11,7,11,20,3,52,318,15,,333,13.5%,"1,826","2,159",,45.82305614,-87.05429499,https://echo.epa.gov/detailed-facility-report?fid=MI0002640&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0062653,GLADWIN NURSING AND REHABILITATION COMMU,60,,,,,,,,,,,,2,2,,44.11563587,-84.46527851,https://echo.epa.gov/detailed-facility-report?fid=MI0062653&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002650,"GLADWIN, CITY OF","2,933",,,,,,,,,8,8,0%,"1,208","1,216",,43.9835511,-84.48747598,https://echo.epa.gov/detailed-facility-report?fid=MI0002650&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002654,GLEN DEVON CONDOMINIUMS,260,,,,,,,,,,,,20,20,,42.85167167,-83.74401693,https://echo.epa.gov/detailed-facility-report?fid=MI0002654&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002656,GLEN MEADOWS CONDOMINIUMS,142,,,,,,,,,,,,71,71,,45.02909895,-84.73862852,https://echo.epa.gov/detailed-facility-report?fid=MI0002656&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002657,GLEN OAKS COMMUNITY COLLEGE,"1,233",,,,,,,,,,,,2,2,,41.90278823,-85.4806422,https://echo.epa.gov/detailed-facility-report?fid=MI0002657&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002655,GLENN HAVEN SHORES,100,,,,,,,,,,,,57,57,,42.50257,-86.24340454,https://echo.epa.gov/detailed-facility-report?fid=MI0002655&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002659,GLENNWOODS SUBDIVISION,77,,,,,,,,,,,,34,34,2019,42.52045528,-86.23327145,https://echo.epa.gov/detailed-facility-report?fid=MI0002659&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040566,GLENWOOD ESTATES,585,,,,,,,,,186,186,0%,50,236,,43.08510777,-85.74441809,https://echo.epa.gov/detailed-facility-report?fid=MI0040566&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002680,GOBLES,725,2,,,,,2,,,,,100.0%,294,294,,42.36304199,-85.87523162,https://echo.epa.gov/detailed-facility-report?fid=MI0002680&sys=SDWIS,100% replaced,100% replaced
MI0002685,GOGEBIC RANGE WATER AUTH,177,,,,,,,,,,,,76,76,,,,," Inventory completed, no lead lines identified ",No lead lines
MI0040476,GOLDEN POND ESTATES,102,,,,,,,,,,,,40,40,,41.92636327,-85.75245492,https://echo.epa.gov/detailed-facility-report?fid=MI0040476&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002730,GRAND BEACH,272,,,,,,,,,,,,479,479,,41.77541657,-86.78780886,https://echo.epa.gov/detailed-facility-report?fid=MI0002730&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002740,"GRAND BLANC, CITY OF","8,276",,,,,,,,,,,,"3,184","3,184",,42.92396729,-83.61162066,https://echo.epa.gov/detailed-facility-report?fid=MI0002740&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040419,GRAND COUNTRY,130,,,,,,,,,,,,52,52,,43.01108061,-85.99685611,https://echo.epa.gov/detailed-facility-report?fid=MI0040419&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002750,GRAND HAVEN,"10,412",10,26,191,12,48,287,"1,223",130,,"1,353",17.5%,"3,121","4,474",,43.05308101,-86.21851431,https://echo.epa.gov/detailed-facility-report?fid=MI0002750&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002760,GRAND HAVEN TOWNSHIP,"15,051",,,,,,,"1,422",116,,"1,538",0%,"3,225","4,763",,43.02086349,-86.18936176,https://echo.epa.gov/detailed-facility-report?fid=MI0002760&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002770,"GRAND LEDGE, CITY OF","8,701",7,16,,11,12,46,4,10,,14,76.7%,"2,967","2,981",,42.74668248,-84.75009624,https://echo.epa.gov/detailed-facility-report?fid=MI0002770&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002785,GRAND POINTE SUBDIVISION,219,,,,,,,,,,,,93,93,2025,42.66667551,-84.64407627,https://echo.epa.gov/detailed-facility-report?fid=MI0002785&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002790,GRAND RAPIDS,"273,005",640,946,2478,1419,1667,7150,"19,430",,394,"19,824",26.5%,"60,142","79,963",,42.95054896,-85.63455377,https://echo.epa.gov/detailed-facility-report?fid=MI0002790&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002805,GRAND TRAVERSE CONDOMINIUMS,60,,,,,,,,,,,,4,4,,44.77480544,-85.49730223,https://echo.epa.gov/detailed-facility-report?fid=MI0002805&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002809,GRAND VALLEY ESTATES,288,,,,,,,,,,,,104,104,,43.00183806,-85.53366847,https://echo.epa.gov/detailed-facility-report?fid=MI0002809&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0040069,GRAND VILLAGE MOBILE HOME PARK,50,,,,,,,,,,,,20,20,,41.9284417,-85.0688355,https://echo.epa.gov/detailed-facility-report?fid=MI0040069&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002820,GRANDVILLE,"15,948",,,29,44,33,106,,100,,100,51.5%,"5,347","5,447",,42.88925974,-85.75990451,https://echo.epa.gov/detailed-facility-report?fid=MI0002820&sys=SDWIS,"Compliant (≥20% average replacement, 2021–2024)",Compliant
MI0002823,GRANT,894,,,,,,,,,,,,337,337,,43.33460771,-85.80982494,https://echo.epa.gov/detailed-facility-report?fid=MI0002823&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0001630,GRANT TOWNSHIP  COPPER HARBOR,200,,,,,,,,,,,,114,114,,47.47259623,-87.93603561,https://echo.epa.gov/detailed-facility-report?fid=MI0001630&sys=SDWIS," Inventory completed, no lead lines identified ",No lead lines
MI0002830,GRASS LAKE,"1,986",,,,2,1,3,,,242,242,1.2%,394,636,,42.25153342,-84.20433638,https://echo.epa.gov/detailed-facility-report?fid=MI0002830&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
MI0002836,GRATIOT AREA WATER AUTHORITY,,,,,,,,,,,,,,,,,,,No service lines; wholesale only,No service lines; wholesale only
MI0002840,"GRAYLING, CITY OF","1,884",1,,,1,,2,,243,,243,0.8%,503,746,,44.66129963,-84.70834005,https://echo.epa.gov/detailed-facility-report?fid=MI0002840&sys=SDWIS," Not Compliant (<20% average replacement, 2021–2024) ",Not compliant
